url_path,views_total,views_unique
/grp-bork/ENA2eggNOG,7,2
/grp-bork/ENA2eggNOG/blob/master/clowm_info.json,6,1
/grp-bork/ENA2eggNOG/blob/master/nextflow.config,3,1
/grp-bork/ENA2eggNOG/commits/master,3,1
/grp-bork/ENA2eggNOG/blob/master/nextflow_schema.json,2,1
/grp-bork/ENA2eggNOG/commits/master/clowm_info.json,2,1
/grp-bork/ENA2eggNOG/tree/master,2,1
/grp-bork/ENA2eggNOG/commit/11eb5da844c90d32cdf22f1ea11828868df1d081,1,1
/grp-bork/ENA2eggNOG/commit/36a8ba5fad054e10861b6330d513c53f6ca80a37,1,1
/grp-bork/ENA2eggNOG/commit/e8644a976e75815cf4b4f3e54ec331c6e02ce699,1,1
